symbol,subsetor,avg_fin_volume,volatility_ann,corr_ibov,abs_corr_ibov,market_cap,score_liquidity,score_volatility,score_market_cap,score_corr_diversification,score_total,rank_total,tier
NEOE3,,64398106.5975,0.19446746404752457,0.06927092796126523,0.06927092796126523,38877925376.0,0.6666666666666666,0.9629629629629629,0.42592592592592593,0.07407407407407407,0.5472222222222223,20,B
CYRE3,,151062192.335,0.38461827257816955,0.7453379206319164,0.7453379206319164,9047880704.0,0.46296296296296297,0.35185185185185186,0.5925925925925926,0.8148148148148148,0.5435185185185185,21,B
BEEF3,,62793347.22,0.4166929770714113,0.25309764854390543,0.25309764854390543,5439456768.0,0.6851851851851852,0.25925925925925924,0.7592592592592593,0.18518518518518517,0.5185185185185186,22,B
EQTL3,,263636282.99750003,0.24519024678274765,0.8148007462633451,0.8148007462633451,47108534272.0,0.2962962962962963,0.7037037037037037,0.3333333333333333,0.9444444444444444,0.5166666666666666,23,B
TOTS3,,125590102.215,0.3175648416987653,0.513542868377253,0.513542868377253,25321539584.0,0.5185185185185185,0.5,0.5,0.5185185185185185,0.5101851851851852,24,B
USIM5,,56025921.785000004,0.3844847407485642,0.23796317854713714,0.23796317854713714,7902652416.0,0.7037037037037037,0.37037037037037035,0.6296296296296297,0.14814814814814814,0.5074074074074074,25,C
ENEV3,,223326992.43750003,0.2726759518329138,0.6884462305515039,0.6884462305515039,39465570304.0,0.35185185185185186,0.6111111111111112,0.4074074074074074,0.7962962962962963,0.5064814814814815,26,C
RADL3,,184322949.3375,0.2980262722104202,0.6424417444536263,0.6424417444536263,42116014080.0,0.4074074074074074,0.5370370370370371,0.3888888888888889,0.7592592592592593,0.4990740740740741,27,C
GGBR4,,181324626.545,0.20475728866930878,0.40044172475816603,0.40044172475816603,43532173312.0,0.42592592592592593,0.9074074074074074,0.37037037037037035,0.3333333333333333,0.4898148148148148,28,C
COGN3,,92488161.58750002,0.47269877085016937,0.4517422228642639,0.4517422228642639,7243985408.0,0.5925925925925926,0.18518518518518517,0.6666666666666666,0.3888888888888889,0.4888888888888889,29,C
MGLU3,,142440028.77,0.5411540859268138,0.5560699493567175,0.5560699493567175,7182311424.0,0.48148148148148145,0.12962962962962962,0.7037037037037037,0.5925925925925926,0.4888888888888889,29,C
BBSE3,,215296291.24,0.17093658497967204,0.4540922315712958,0.4540922315712958,68175462400.0,0.3888888888888889,1.0,0.2777777777777778,0.4074074074074074,0.48703703703703705,31,C
TIMS3,,161065435.96,0.24178338649464684,0.5201288564727893,0.5201288564727893,54652731392.0,0.4444444444444444,0.7222222222222222,0.3148148148148148,0.5370370370370371,0.48611111111111116,32,C
ITSA4,,294267825.0675,0.2113381197750013,0.8129668133356592,0.8129668133356592,135956004864.0,0.25925925925925924,0.8333333333333334,0.14814814814814814,0.9259259259259259,0.47962962962962963,33,C
VIVT3,,129316366.08000001,0.2732392666104638,0.6021551527197866,0.6021551527197866,106062880768.0,0.5,0.5925925925925926,0.2037037037037037,0.6481481481481481,0.4740740740740741,34,C
LREN3,,227141677.4725,0.3671869839509433,0.5973451276639281,0.5973451276639281,13092715520.0,0.3333333333333333,0.4074074074074074,0.5555555555555556,0.6296296296296297,0.46296296296296297,35,C
CSNA3,,87592730.4,0.39580644332023995,0.24691600233576524,0.24691600233576524,12611153920.0,0.6111111111111112,0.2962962962962963,0.5740740740740741,0.16666666666666666,0.44999999999999996,36,C
RENT3,,328673895.93,0.3421237271589239,0.8015396941716366,0.8015396941716366,44678504448.0,0.2222222222222222,0.4444444444444444,0.35185185185185186,0.9074074074074074,0.4361111111111111,37,C
KLBN11,,100360854.94500001,0.20919485565658616,0.06709436966487096,0.06709436966487096,132243808256.0,0.5740740740740741,0.8518518518518519,0.16666666666666666,0.05555555555555555,0.42407407407407416,38,C
ITUB4,BANCOS,732216442.4750001,0.19769070014615064,0.8594659180991234,0.8594659180991234,437312356352.0,0.05555555555555555,0.9259259259259259,0.018518518518518517,1.0,0.40925925925925927,39,D
HAPV3,,111523878.84,1.007748815780612,0.28105859170317143,0.28105859170317143,7211085312.0,0.5370370370370371,0.037037037037037035,0.6851851851851852,0.2037037037037037,0.40740740740740744,40,D
BBAS3,BANCOS,449791443.28999996,0.2550846283305733,0.7879066779897137,0.7879066779897137,123472478208.0,0.12962962962962962,0.6851851851851852,0.18518518518518517,0.8703703703703703,0.4027777777777778,41,D
BPAC11,CORRETORAS,335096175.05,0.3087643953913209,0.8554095153001086,0.8554095153001086,180740521984.0,0.18518518518518517,0.5185185185185185,0.12962962962962962,0.9814814814814815,0.39722222222222225,42,D
SBSP3,,469176120.7125,0.23557990710399543,0.6352089258786219,0.6352089258786219,90628653056.0,0.1111111111111111,0.7777777777777778,0.2222222222222222,0.7222222222222222,0.3944444444444445,43,D
RDOR3,,243862367.43750003,0.34599758934016184,0.6194638394835003,0.6194638394835003,88808005632.0,0.3148148148148148,0.42592592592592593,0.24074074074074073,0.6851851851851852,0.3925925925925926,44,D
RAIL3,,276362862.3,0.3881176897406645,0.5102634528370718,0.5102634528370718,25238691840.0,0.2777777777777778,0.3148148148148148,0.5185185185185185,0.5,0.38981481481481484,45,D
AURA33,,69635115.70087501,0.5861975534472408,0.02536892387918973,0.02536892387918973,27092271104.0,0.6296296296296297,0.1111111111111111,0.48148148148148145,0.037037037037037035,0.37037037037037035,46,D
B3SA3,CORRETORAS,569302185.5150001,0.3181370513309922,0.7789442517344836,0.7789442517344836,72823595008.0,0.07407407407407407,0.48148148148148145,0.25925925925925924,0.8518518518518519,0.3574074074074074,47,D
BBDC4,BANCOS,493935584.72499985,0.2630769513070001,0.7653100459896096,0.7653100459896096,199905509376.0,0.09259259259259259,0.6481481481481481,0.09259259259259259,0.8333333333333334,0.35185185185185186,48,D
PRIO3,,380938799.60249996,0.2620705876779472,0.3481617394824013,0.3481617394824013,34658582528.0,0.14814814814814814,0.6666666666666666,0.4444444444444444,0.25925925925925924,0.34814814814814815,49,D
SUZB3,,332630603.4025,0.2406947476494659,-0.12127769323817406,0.12127769323817406,63772889088.0,0.2037037037037037,0.7407407407407407,0.2962962962962963,0.1111111111111111,0.3157407407407407,50,D
ABEV3,,365277867.5,0.2057569268170636,0.3894975997324184,0.3894975997324184,220193013760.0,0.16666666666666666,0.8888888888888888,0.07407407407407407,0.2962962962962963,0.3138888888888889,51,D
WEGE3,,301011462.51000005,0.24044479929957288,0.1700416858702324,0.1700416858702324,194344632320.0,0.24074074074074073,0.7592592592592593,0.1111111111111111,0.12962962962962962,0.2898148148148148,52,D
PETR4,,1087212949.96,0.20706694085363306,0.47465077535452493,0.47465077535452493,427179900928.0,0.037037037037037035,0.8703703703703703,0.037037037037037035,0.4444444444444444,0.2851851851851852,53,D
VALE3,,1947658975.86,0.19758990035881221,0.41439673523780496,0.41439673523780496,336721346560.0,0.018518518518518517,0.9444444444444444,0.05555555555555555,0.35185185185185186,0.2796296296296296,54,D
